client_id,client_name,registration_date,city,country,device
1053,Petr,2025-11-29,Omsk,Russia,tablet
1054,Yulia,2025-09-16,Kazan,Russia,desktop
1055,Anna,2025-06-10,Yekaterinburg,Russia,tablet
1056,Natalia,2025-06-27,Rostov-on-Don,Russia,mobile_android
1057,Petr,2025-01-10,Moscow,Russia,mobile_android
1058,Natalia,2025-09-18,Chelyabinsk,Russia,tablet
1059,Dmitry,2025-05-18,Novosibirsk,Russia,mobile_android
1060,Anna,2025-06-21,Nizhny Novgorod,Russia,mobile_android
1061,Maria,2025-01-13,Kazan,Russia,tablet
1062,Yulia,2025-06-17,Kazan,Russia,mobile_ios
1063,Yulia,2025-05-10,Kazan,Russia,desktop
1064,Sergey,2025-03-25,Moscow,Russia,mobile_android
1065,Yulia,2025-11-17,Moscow,Russia,mobile_ios
1066,Olga,2025-11-15,Novosibirsk,Russia,mobile_android
1067,Ivan,2025-04-11,Rostov-on-Don,Russia,mobile_android
1068,Alex,2025-11-25,Yekaterinburg,Russia,desktop
1069,Maria,2025-09-30,Kazan,Russia,mobile_android
1070,Anna,2025-09-22,Saint Petersburg,Russia,desktop
1071,Olga,2025-02-07,Samara,Russia,desktop
1072,Maria,2025-04-04,Saint Petersburg,Russia,desktop
1073,Anna,2025-04-05,Omsk,Russia,mobile_ios
1074,Elena,2025-11-01,Saint Petersburg,Russia,tablet
1075,Elena,2025-03-10,Omsk,Russia,mobile_ios
1076,Natalia,2025-11-14,Chelyabinsk,Russia,tablet
1077,Maria,2025-08-24,Samara,Russia,tablet
1078,Elena,2025-11-30,Saint Petersburg,Russia,desktop
1079,Anna,2025-05-17,Chelyabinsk,Russia,mobile_android
1080,Natalia,2025-03-17,Nizhny Novgorod,Russia,desktop
1081,Yulia,2025-02-04,Yekaterinburg,Russia,mobile_android
1082,Anna,2025-01-01,Chelyabinsk,Russia,tablet
1083,Natalia,2025-10-23,Yekaterinburg,Russia,desktop
1084,Maria,2025-11-16,Saint Petersburg,Russia,mobile_android
1085,Olga,2025-03-01,Rostov-on-Don,Russia,mobile_ios
1086,Sergey,2025-11-16,Chelyabinsk,Russia,mobile_android
1087,Yulia,2025-12-15,Samara,Russia,desktop
1088,Petr,2025-11-24,Saint Petersburg,Russia,mobile_ios
1089,Olga,2025-09-24,Kazan,Russia,mobile_android
1090,Dmitry,2025-12-27,Moscow,Russia,mobile_android
1091,Anna,2025-08-17,Chelyabinsk,Russia,mobile_android
1092,Dmitry,2025-09-27,Samara,Russia,mobile_android
1093,Olga,2025-11-12,Nizhny Novgorod,Russia,mobile_android
1094,Natalia,2025-10-13,Kazan,Russia,mobile_ios
1095,Petr,2025-10-18,Nizhny Novgorod,Russia,tablet
1096,Yulia,2025-08-01,Saint Petersburg,Russia,mobile_ios
1097,Yulia,2025-06-14,Moscow,Russia,mobile_ios
1098,Yulia,2025-01-05,Chelyabinsk,Russia,mobile_ios
1099,Petr,2025-12-05,Chelyabinsk,Russia,tablet
1100,Alex,2025-03-19,Rostov-on-Don,Russia,desktop
1101,Petr,2025-03-03,Rostov-on-Don,Russia,tablet
1102,Sergey,2025-05-12,Saint Petersburg,Russia,mobile_ios
1103,Petr,2025-03-30,Saint Petersburg,Russia,mobile_android
1104,Olga,2025-08-25,Moscow,Russia,mobile_android
1105,Alex,2025-02-11,Rostov-on-Don,Russia,mobile_ios
1106,Yulia,2025-03-30,Samara,Russia,mobile_android
1107,Olga,2025-10-23,Samara,Russia,mobile_ios
1108,Olga,2025-11-24,Moscow,Russia,mobile_android
1109,Artem,2025-10-22,Samara,Russia,tablet
1110,Ivan,2025-04-14,Omsk,Russia,desktop
1111,Alex,2025-01-14,Yekaterinburg,Russia,desktop
1112,Olga,2025-10-15,Moscow,Russia,tablet
1113,Ivan,2025-06-28,Moscow,Russia,tablet
1114,Ivan,2025-05-05,Novosibirsk,Russia,mobile_ios
1115,Alex,2025-12-19,Kazan,Russia,mobile_ios
1116,Artem,2025-01-23,Kazan,Russia,mobile_ios
1117,Dmitry,2025-03-04,Omsk,Russia,mobile_android
1118,Natalia,2025-05-23,Rostov-on-Don,Russia,mobile_ios
1119,Sergey,2025-06-02,Saint Petersburg,Russia,tablet
1120,Natalia,2025-05-25,Saint Petersburg,Russia,desktop
1121,Petr,2025-08-13,Nizhny Novgorod,Russia,mobile_android
1122,Yulia,2025-11-05,Omsk,Russia,mobile_ios
1123,Sergey,2025-04-14,Moscow,Russia,mobile_android
1124,Petr,2025-04-14,Omsk,Russia,mobile_android
1125,Olga,2025-02-08,Omsk,Russia,mobile_ios
1126,Yulia,2025-07-17,Omsk,Russia,mobile_android
1127,Anna,2025-05-14,Kazan,Russia,desktop
1128,Alex,2025-03-08,Omsk,Russia,tablet
1129,Sergey,2025-06-28,Yekaterinburg,Russia,tablet
1130,Sergey,2025-02-11,Saint Petersburg,Russia,desktop
1131,Olga,2025-01-15,Nizhny Novgorod,Russia,mobile_android
1132,Dmitry,2025-04-21,Yekaterinburg,Russia,mobile_ios
1133,Ivan,2025-06-06,Nizhny Novgorod,Russia,mobile_android
1134,Yulia,2025-10-16,Novosibirsk,Russia,desktop
1135,Olga,2025-08-19,Nizhny Novgorod,Russia,mobile_android
1136,Elena,2025-06-06,Saint Petersburg,Russia,tablet
1137,Artem,2025-02-07,Saint Petersburg,Russia,mobile_android
1138,Ivan,2025-04-07,Omsk,Russia,desktop
1139,Alex,2025-10-16,Chelyabinsk,Russia,tablet
1140,Ivan,2025-09-11,Novosibirsk,Russia,mobile_android
1141,Dmitry,2025-07-15,Moscow,Russia,mobile_android
1142,Ivan,2025-03-27,Samara,Russia,tablet
1143,Alex,2025-11-18,Nizhny Novgorod,Russia,mobile_ios
1144,Dmitry,2025-01-10,Chelyabinsk,Russia,tablet
1145,Natalia,2025-01-05,Omsk,Russia,mobile_ios
1146,Sergey,2025-05-03,Kazan,Russia,desktop
1147,Sergey,2025-11-26,Moscow,Russia,desktop
1148,Artem,2025-12-19,Rostov-on-Don,Russia,tablet
1149,Petr,2025-04-28,Chelyabinsk,Russia,tablet
1150,Natalia,2025-10-21,Kazan,Russia,desktop
1151,Natalia,2025-06-08,Novosibirsk,Russia,mobile_ios
1152,Yulia,2025-10-30,Omsk,Russia,desktop
1153,Ivan,2025-08-16,Moscow,Russia,tablet
1154,Sergey,2025-12-31,Moscow,Russia,desktop
1155,Alex,2025-08-04,Moscow,Russia,tablet
1156,Maria,2025-07-03,Novosibirsk,Russia,tablet
1157,Maria,2025-01-15,Nizhny Novgorod,Russia,desktop
1158,Dmitry,2025-06-06,Rostov-on-Don,Russia,mobile_ios
1159,Sergey,2025-05-16,Novosibirsk,Russia,mobile_android
1160,Sergey,2025-09-18,Samara,Russia,desktop
1161,Artem,2025-06-06,Rostov-on-Don,Russia,mobile_android
1162,Maria,2025-02-16,Saint Petersburg,Russia,desktop
1163,Sergey,2025-11-20,Omsk,Russia,mobile_android
1164,Artem,2025-11-28,Novosibirsk,Russia,mobile_ios
1165,Ivan,2025-06-22,Kazan,Russia,mobile_ios
1166,Elena,2025-05-10,Rostov-on-Don,Russia,desktop
1167,Yulia,2025-04-05,Samara,Russia,tablet
1168,Anna,2025-04-25,Saint Petersburg,Russia,mobile_android
1169,Natalia,2025-08-31,Nizhny Novgorod,Russia,tablet
1170,Petr,2025-10-19,Kazan,Russia,tablet
1171,Dmitry,2025-10-09,Rostov-on-Don,Russia,tablet
1172,Elena,2025-10-26,Omsk,Russia,mobile_ios
1173,Yulia,2025-10-10,Kazan,Russia,desktop
1174,Yulia,2025-03-10,Saint Petersburg,Russia,desktop
1175,Yulia,2025-05-28,Kazan,Russia,mobile_ios
1176,Yulia,2025-01-11,Yekaterinburg,Russia,mobile_ios
1177,Maria,2025-09-11,Chelyabinsk,Russia,desktop
1178,Artem,2025-11-26,Nizhny Novgorod,Russia,tablet
1179,Natalia,2025-12-26,Saint Petersburg,Russia,mobile_android
1180,Sergey,2025-02-07,Kazan,Russia,mobile_android
1181,Yulia,2025-05-14,Chelyabinsk,Russia,mobile_android
1182,Petr,2025-07-19,Chelyabinsk,Russia,tablet
1183,Sergey,2025-01-23,Kazan,Russia,desktop
1184,Alex,2025-10-30,Omsk,Russia,mobile_ios
1185,Alex,2025-12-12,Yekaterinburg,Russia,desktop
1186,Petr,2025-10-29,Novosibirsk,Russia,tablet
1187,Artem,2025-12-29,Yekaterinburg,Russia,mobile_ios
1188,Petr,2025-08-06,Kazan,Russia,tablet
1189,Maria,2025-05-21,Nizhny Novgorod,Russia,mobile_android
1190,Petr,2025-04-14,Novosibirsk,Russia,mobile_android
1191,Ivan,2025-07-29,Saint Petersburg,Russia,tablet
1192,Sergey,2025-04-21,Yekaterinburg,Russia,mobile_ios
1193,Elena,2025-04-14,Kazan,Russia,mobile_ios
1194,Olga,2025-11-12,Yekaterinburg,Russia,desktop
1195,Artem,2025-06-20,Novosibirsk,Russia,mobile_android
1196,Petr,2025-12-22,Samara,Russia,desktop
1197,Dmitry,2025-11-20,Rostov-on-Don,Russia,desktop
1198,Alex,2025-05-13,Yekaterinburg,Russia,tablet
1199,Ivan,2025-10-20,Saint Petersburg,Russia,tablet
1200,Natalia,2025-11-24,Saint Petersburg,Russia,desktop
1201,Yulia,2025-05-07,Moscow,Russia,mobile_android
1202,Olga,2025-04-16,Yekaterinburg,Russia,tablet
1203,Artem,2025-04-02,Rostov-on-Don,Russia,desktop
1204,Elena,2025-10-14,Omsk,Russia,desktop
1205,Olga,2025-02-20,Chelyabinsk,Russia,desktop
1206,Petr,2025-01-29,Rostov-on-Don,Russia,desktop
1207,Maria,2025-10-23,Chelyabinsk,Russia,desktop
1208,Alex,2025-10-24,Chelyabinsk,Russia,desktop
1209,Alex,2025-08-02,Samara,Russia,tablet
1210,Natalia,2025-09-24,Moscow,Russia,mobile_android
1211,Maria,2025-09-14,Rostov-on-Don,Russia,desktop
1212,Yulia,2025-10-29,Rostov-on-Don,Russia,mobile_ios
1213,Sergey,2025-04-11,Samara,Russia,tablet
1214,Anna,2025-12-12,Yekaterinburg,Russia,tablet
1215,Ivan,2025-04-20,Yekaterinburg,Russia,desktop
1216,Alex,2025-07-01,Yekaterinburg,Russia,tablet
1217,Dmitry,2025-11-09,Nizhny Novgorod,Russia,desktop
1218,Alex,2025-01-01,Chelyabinsk,Russia,mobile_android
1219,Olga,2025-11-15,Nizhny Novgorod,Russia,mobile_android
1220,Alex,2025-02-24,Moscow,Russia,tablet
1221,Artem,2025-05-29,Samara,Russia,tablet
1222,Alex,2025-11-05,Rostov-on-Don,Russia,mobile_ios
1223,Anna,2025-05-17,Chelyabinsk,Russia,tablet
1224,Anna,2025-07-21,Nizhny Novgorod,Russia,mobile_ios
1225,Yulia,2025-11-09,Nizhny Novgorod,Russia,mobile_android
1226,Elena,2025-04-27,Kazan,Russia,mobile_android
1227,Sergey,2025-06-03,Nizhny Novgorod,Russia,desktop
1228,Dmitry,2025-10-18,Omsk,Russia,mobile_android
1229,Alex,2025-03-04,Rostov-on-Don,Russia,mobile_ios
1230,Alex,2025-09-01,Omsk,Russia,tablet
1231,Ivan,2025-01-25,Rostov-on-Don,Russia,desktop
1232,Anna,2025-03-31,Samara,Russia,mobile_ios
1233,Dmitry,2025-03-16,Rostov-on-Don,Russia,tablet
1234,Yulia,2025-10-21,Omsk,Russia,desktop
1235,Natalia,2025-07-29,Rostov-on-Don,Russia,mobile_android
1236,Elena,2025-12-13,Samara,Russia,mobile_ios
1237,Sergey,2025-01-17,Samara,Russia,tablet
1238,Maria,2025-05-08,Moscow,Russia,desktop
1239,Sergey,2025-12-30,Rostov-on-Don,Russia,desktop
1240,Artem,2025-09-08,Kazan,Russia,mobile_android
1241,Olga,2025-06-28,Yekaterinburg,Russia,tablet
1242,Artem,2025-07-01,Saint Petersburg,Russia,mobile_android
1243,Alex,2025-06-01,Samara,Russia,mobile_android
1244,Elena,2025-01-25,Novosibirsk,Russia,tablet
1245,Olga,2025-06-29,Yekaterinburg,Russia,tablet
1246,Dmitry,2025-07-17,Chelyabinsk,Russia,tablet
1247,Maria,2025-12-10,Rostov-on-Don,Russia,mobile_ios
1248,Anna,2025-06-10,Omsk,Russia,tablet
1249,Elena,2025-06-26,Saint Petersburg,Russia,desktop
1250,Elena,2025-10-12,Novosibirsk,Russia,mobile_android
1251,Artem,2025-03-04,Yekaterinburg,Russia,mobile_ios
1252,Alex,2025-05-30,Rostov-on-Don,Russia,tablet
1253,Petr,2025-06-03,Moscow,Russia,mobile_ios
1254,Yulia,2025-06-05,Chelyabinsk,Russia,tablet
1255,Artem,2025-02-18,Saint Petersburg,Russia,mobile_ios
1256,Elena,2025-12-03,Kazan,Russia,mobile_android
1257,Ivan,2025-03-25,Moscow,Russia,mobile_android
1258,Maria,2025-12-27,Novosibirsk,Russia,desktop
1259,Yulia,2025-06-26,Saint Petersburg,Russia,desktop
1260,Artem,2025-05-28,Moscow,Russia,tablet
1261,Maria,2025-04-28,Chelyabinsk,Russia,mobile_android
1262,Ivan,2025-12-08,Kazan,Russia,mobile_ios
1263,Natalia,2025-03-04,Moscow,Russia,mobile_ios
1264,Ivan,2025-07-08,Nizhny Novgorod,Russia,mobile_ios
1265,Ivan,2025-12-26,Kazan,Russia,desktop
1266,Maria,2025-02-18,Novosibirsk,Russia,mobile_ios
1267,Sergey,2025-11-23,Chelyabinsk,Russia,desktop
1268,Maria,2025-09-14,Rostov-on-Don,Russia,desktop
1269,Petr,2025-08-12,Omsk,Russia,tablet
1270,Alex,2025-05-21,Omsk,Russia,mobile_ios
1271,Olga,2025-08-03,Omsk,Russia,mobile_ios
1272,Sergey,2025-07-30,Saint Petersburg,Russia,mobile_android
1273,Anna,2025-11-14,Novosibirsk,Russia,tablet
1274,Olga,2025-02-01,Chelyabinsk,Russia,mobile_android
1275,Alex,2025-06-07,Kazan,Russia,tablet
1276,Artem,2025-10-12,Saint Petersburg,Russia,mobile_ios
1277,Yulia,2025-11-01,Novosibirsk,Russia,desktop
1278,Petr,2025-10-13,Rostov-on-Don,Russia,desktop
1279,Petr,2025-05-24,Nizhny Novgorod,Russia,desktop
1280,Anna,2025-01-19,Chelyabinsk,Russia,desktop
1281,Sergey,2025-01-18,Omsk,Russia,desktop
1282,Natalia,2025-09-14,Moscow,Russia,mobile_android
1283,Ivan,2025-03-19,Chelyabinsk,Russia,tablet
1284,Sergey,2025-06-24,Samara,Russia,mobile_ios
1285,Yulia,2025-07-13,Novosibirsk,Russia,mobile_android
1286,Natalia,2025-04-23,Yekaterinburg,Russia,tablet
1287,Petr,2025-04-24,Rostov-on-Don,Russia,desktop
1288,Maria,2025-08-10,Nizhny Novgorod,Russia,tablet
1289,Yulia,2025-06-15,Rostov-on-Don,Russia,tablet
1290,Alex,2025-11-15,Chelyabinsk,Russia,desktop
1291,Anna,2025-05-12,Yekaterinburg,Russia,desktop
1292,Alex,2025-09-21,Samara,Russia,desktop
1293,Yulia,2025-02-24,Kazan,Russia,mobile_ios
1294,Dmitry,2025-12-25,Moscow,Russia,desktop
1295,Dmitry,2025-05-11,Yekaterinburg,Russia,mobile_ios
1296,Artem,2025-10-15,Novosibirsk,Russia,desktop
1297,Sergey,2025-09-23,Omsk,Russia,mobile_ios
1298,Petr,2025-06-11,Samara,Russia,tablet
1299,Petr,2025-03-28,Moscow,Russia,mobile_android
1300,Ivan,2025-02-24,Nizhny Novgorod,Russia,tablet
1301,Ivan,2025-10-15,Omsk,Russia,tablet
1302,Ivan,2025-06-27,Chelyabinsk,Russia,desktop
1303,Maria,2025-12-15,Yekaterinburg,Russia,mobile_ios
1304,Olga,2025-01-08,Moscow,Russia,mobile_android
1305,Elena,2025-11-17,Saint Petersburg,Russia,desktop
1306,Olga,2025-11-09,Kazan,Russia,desktop
1307,Alex,2025-09-04,Kazan,Russia,desktop
1308,Olga,2025-11-19,Samara,Russia,tablet
1309,Maria,2025-09-12,Nizhny Novgorod,Russia,mobile_ios
1310,Artem,2025-11-24,Samara,Russia,mobile_ios
1311,Alex,2025-02-23,Saint Petersburg,Russia,mobile_android
1312,Olga,2025-09-06,Novosibirsk,Russia,mobile_ios
1313,Maria,2025-08-27,Nizhny Novgorod,Russia,mobile_ios
1314,Elena,2025-08-17,Rostov-on-Don,Russia,desktop
1315,Olga,2025-03-08,Novosibirsk,Russia,desktop
1316,Maria,2025-02-20,Nizhny Novgorod,Russia,tablet
1317,Ivan,2025-04-07,Nizhny Novgorod,Russia,desktop
1318,Petr,2025-04-02,Saint Petersburg,Russia,desktop
1319,Ivan,2025-09-21,Chelyabinsk,Russia,desktop
1320,Petr,2025-10-18,Saint Petersburg,Russia,desktop
1321,Anna,2025-04-06,Nizhny Novgorod,Russia,tablet
1322,Anna,2025-03-29,Moscow,Russia,desktop
1323,Anna,2025-03-19,Novosibirsk,Russia,mobile_android
1324,Elena,2025-10-15,Saint Petersburg,Russia,mobile_android
1325,Ivan,2025-04-30,Chelyabinsk,Russia,mobile_android
1326,Petr,2025-10-29,Yekaterinburg,Russia,mobile_android
1327,Maria,2025-06-14,Samara,Russia,desktop
1328,Alex,2025-07-01,Nizhny Novgorod,Russia,mobile_android
1329,Maria,2025-08-11,Rostov-on-Don,Russia,desktop
1330,Alex,2025-11-07,Yekaterinburg,Russia,tablet
1331,Dmitry,2025-01-07,Kazan,Russia,mobile_android
1332,Maria,2025-11-26,Omsk,Russia,mobile_ios
1333,Olga,2025-09-20,Chelyabinsk,Russia,mobile_android
1334,Olga,2025-06-10,Rostov-on-Don,Russia,mobile_android
1335,Sergey,2025-05-31,Omsk,Russia,desktop
1336,Ivan,2025-03-26,Chelyabinsk,Russia,mobile_android
1337,Alex,2025-05-27,Moscow,Russia,mobile_ios
1338,Alex,2025-04-22,Samara,Russia,desktop
1339,Yulia,2025-02-05,Yekaterinburg,Russia,desktop
1340,Artem,2025-10-12,Novosibirsk,Russia,tablet
1341,Ivan,2025-07-07,Chelyabinsk,Russia,tablet
1342,Elena,2025-03-23,Novosibirsk,Russia,mobile_android
1343,Sergey,2025-01-02,Samara,Russia,tablet
1344,Elena,2025-10-30,Nizhny Novgorod,Russia,tablet
1345,Elena,2025-07-16,Kazan,Russia,tablet
1346,Elena,2025-01-11,Yekaterinburg,Russia,desktop
1347,Ivan,2025-08-22,Samara,Russia,desktop
1348,Elena,2025-07-14,Samara,Russia,desktop
1349,Olga,2025-04-29,Moscow,Russia,tablet
1350,Artem,2025-01-20,Omsk,Russia,desktop
1351,Artem,2025-09-18,Kazan,Russia,tablet
1352,Anna,2025-10-20,Yekaterinburg,Russia,desktop
1353,Dmitry,2025-09-13,Nizhny Novgorod,Russia,desktop
1354,Alex,2025-08-10,Nizhny Novgorod,Russia,mobile_ios
1355,Yulia,2025-08-14,Saint Petersburg,Russia,mobile_android
1356,Alex,2025-02-22,Samara,Russia,tablet
1357,Dmitry,2025-12-21,Chelyabinsk,Russia,mobile_ios
1358,Yulia,2025-12-08,Moscow,Russia,desktop
1359,Ivan,2025-12-30,Kazan,Russia,tablet
1360,Maria,2025-10-07,Nizhny Novgorod,Russia,desktop
1361,Ivan,2025-03-22,Yekaterinburg,Russia,mobile_android
1362,Alex,2025-07-21,Saint Petersburg,Russia,mobile_ios
1363,Alex,2025-06-07,Yekaterinburg,Russia,mobile_android
1364,Yulia,2025-04-30,Moscow,Russia,mobile_ios
1365,Yulia,2025-02-28,Chelyabinsk,Russia,desktop
1366,Dmitry,2025-08-03,Saint Petersburg,Russia,mobile_android
1367,Elena,2025-05-08,Saint Petersburg,Russia,mobile_android
1368,Ivan,2025-08-12,Omsk,Russia,desktop
1369,Yulia,2025-07-28,Kazan,Russia,mobile_android
1370,Petr,2025-04-25,Saint Petersburg,Russia,tablet
1371,Dmitry,2025-07-28,Omsk,Russia,mobile_ios
1372,Olga,2025-01-14,Omsk,Russia,mobile_ios
1373,Alex,2025-01-09,Moscow,Russia,mobile_ios
1374,Dmitry,2025-02-09,Novosibirsk,Russia,tablet
1375,Ivan,2025-08-25,Yekaterinburg,Russia,mobile_ios
1376,Yulia,2025-10-08,Chelyabinsk,Russia,desktop
1377,Alex,2025-12-25,Rostov-on-Don,Russia,mobile_android
1378,Maria,2025-07-20,Yekaterinburg,Russia,tablet
1379,Dmitry,2025-09-03,Saint Petersburg,Russia,mobile_ios
1380,Sergey,2025-10-05,Chelyabinsk,Russia,desktop
1381,Alex,2025-08-23,Nizhny Novgorod,Russia,mobile_android
1382,Ivan,2025-01-04,Novosibirsk,Russia,mobile_android
1383,Anna,2025-06-03,Nizhny Novgorod,Russia,tablet
1384,Petr,2025-01-29,Nizhny Novgorod,Russia,tablet
1385,Natalia,2025-04-19,Kazan,Russia,tablet
1386,Elena,2025-04-08,Yekaterinburg,Russia,desktop
1387,Natalia,2025-08-03,Rostov-on-Don,Russia,desktop
1388,Ivan,2025-10-20,Moscow,Russia,tablet
1389,Olga,2025-03-16,Rostov-on-Don,Russia,mobile_ios
1390,Olga,2025-11-22,Nizhny Novgorod,Russia,mobile_android
1391,Anna,2025-05-26,Saint Petersburg,Russia,mobile_android
1392,Elena,2025-05-08,Novosibirsk,Russia,desktop
1393,Sergey,2025-12-07,Samara,Russia,mobile_android
1394,Anna,2025-02-11,Rostov-on-Don,Russia,mobile_ios
1395,Artem,2025-12-22,Nizhny Novgorod,Russia,mobile_android
1396,Natalia,2025-02-10,Novosibirsk,Russia,desktop
1397,Anna,2025-02-03,Chelyabinsk,Russia,desktop
1398,Natalia,2025-01-17,Yekaterinburg,Russia,mobile_ios
1399,Alex,2025-06-14,Omsk,Russia,mobile_ios
1400,Olga,2025-06-02,Kazan,Russia,mobile_android
1401,Alex,2025-03-17,Novosibirsk,Russia,mobile_android
1402,Petr,2025-03-28,Saint Petersburg,Russia,desktop
1403,Artem,2025-04-27,Saint Petersburg,Russia,mobile_ios
1404,Elena,2025-12-28,Novosibirsk,Russia,mobile_ios
1405,Sergey,2025-12-08,Saint Petersburg,Russia,mobile_ios
1406,Natalia,2025-01-27,Yekaterinburg,Russia,mobile_android
1407,Sergey,2025-11-09,Saint Petersburg,Russia,mobile_ios
1408,Natalia,2025-10-14,Rostov-on-Don,Russia,desktop
1409,Ivan,2025-05-14,Omsk,Russia,desktop
1410,Anna,2025-08-07,Saint Petersburg,Russia,mobile_android
1411,Petr,2025-06-17,Omsk,Russia,tablet
1412,Olga,2025-04-08,Nizhny Novgorod,Russia,mobile_android
1413,Yulia,2025-09-25,Moscow,Russia,tablet
1414,Natalia,2025-08-25,Yekaterinburg,Russia,mobile_ios
1415,Sergey,2025-11-05,Moscow,Russia,mobile_android
1416,Petr,2025-06-22,Nizhny Novgorod,Russia,desktop
1417,Maria,2025-07-09,Yekaterinburg,Russia,mobile_ios
1418,Maria,2025-05-02,Novosibirsk,Russia,desktop
1419,Alex,2025-02-15,Novosibirsk,Russia,mobile_ios
1420,Olga,2025-03-05,Omsk,Russia,mobile_android
1421,Yulia,2025-05-10,Nizhny Novgorod,Russia,tablet
1422,Ivan,2025-11-06,Omsk,Russia,mobile_ios
1423,Sergey,2025-12-29,Kazan,Russia,tablet
1424,Yulia,2025-07-12,Saint Petersburg,Russia,mobile_ios
1425,Anna,2025-11-03,Samara,Russia,desktop
1426,Anna,2025-06-30,Kazan,Russia,desktop
1427,Sergey,2025-10-19,Saint Petersburg,Russia,mobile_ios
1428,Elena,2025-10-09,Yekaterinburg,Russia,tablet
1429,Ivan,2025-01-29,Omsk,Russia,mobile_android
1430,Petr,2025-05-29,Yekaterinburg,Russia,mobile_android
1431,Natalia,2025-09-24,Yekaterinburg,Russia,desktop
1432,Elena,2025-10-23,Saint Petersburg,Russia,mobile_android
1433,Natalia,2025-01-11,Nizhny Novgorod,Russia,desktop
1434,Natalia,2025-06-13,Saint Petersburg,Russia,mobile_android
1435,Elena,2025-04-23,Chelyabinsk,Russia,mobile_ios
1436,Alex,2025-07-06,Novosibirsk,Russia,desktop
1437,Maria,2025-10-22,Novosibirsk,Russia,desktop
1438,Natalia,2025-08-20,Kazan,Russia,mobile_ios
1439,Elena,2025-08-15,Novosibirsk,Russia,desktop
1440,Elena,2025-11-06,Saint Petersburg,Russia,mobile_android
1441,Artem,2025-04-08,Rostov-on-Don,Russia,mobile_android
1442,Yulia,2025-02-24,Omsk,Russia,desktop
1443,Dmitry,2025-04-21,Saint Petersburg,Russia,mobile_android
1444,Alex,2025-06-01,Saint Petersburg,Russia,tablet
1445,Olga,2025-09-03,Samara,Russia,desktop
1446,Dmitry,2025-03-10,Omsk,Russia,mobile_ios
